DISTRICT,D200A001513R,D200A001S14R,D200AC01513R,D200AC01S14R,D200AM01513R,D200AM01S14R,D200AR01513R,D200AR01S14R,D200AS01513R,D200AS01S14R,D200AW01513R,D200AW01S14R,D300A001513R,D300A001S14R,D300AC01513R,D300AC01S14R,D300AM01513R,D300AM01S14R,D300AR01513R,D300AR01S14R,D300AS01513R,D300AS01S14R,D300AW01513R,D300AW01S14R,D400A001513R,D400A001S14R,D400AC01513R,D400AC01S14R,D400AM01513R,D400AM01S14R,D400AR01513R,D400AR01S14R,D400AS01513R,D400AS01S14R,D400AW01513R,D400AW01S14R,DA00A001513R,DA00A001S14R,DA00AC01513R,DA00AC01S14R,DA00AM01513R,DA00AM01S14R,DA00AR01513R,DA00AR01S14R,DA00AS01513R,DA00AS01S14R,DA00AW01513R,DA00AW01S14R,DB00A001513R,DB00A001S14R,DB00AC01513R,DB00AC01S14R,DB00AM01513R,DB00AM01S14R,DB00AR01513R,DB00AR01S14R,DB00AS01513R,DB00AS01S14R,DB00AW01513R,DB00AW01S14R,DE00A001513R,DE00A001S14R,DE00AC01513R,DE00AC01S14R,DE00AM01513R,DE00AM01S14R,DE00AR01513R,DE00AR01S14R,DE00AS01513R,DE00AS01S14R,DE00AW01513R,DE00AW01S14R,DF00A001513R,DF00A001S14R,DF00AC01513R,DF00AC01S14R,DF00AM01513R,DF00AM01S14R,DF00AR01513R,DF00AR01S14R,DF00AS01513R,DF00AS01S14R,DF00AW01513R,DF00AW01S14R,DH00A001513R,DH00A001S14R,DH00AC01513R,DH00AC01S14R,DH00AM01513R,DH00AM01S14R,DH00AR01513R,DH00AR01S14R,DH00AS01513R,DH00AS01S14R,DH00AW01513R,DH00AW01S14R,DI00A001513R,DI00A001S14R,DI00AC01513R,DI00AC01S14R,DI00AM01513R,DI00AM01S14R,DI00AR01513R,DI00AR01S14R,DI00AS01513R,DI00AS01S14R,DI00AW01513R,DI00AW01S14R,DL00A001513R,DL00A001S14R,DL00AC01513R,DL00AC01S14R,DL00AM01513R,DL00AM01S14R,DL00AR01513R,DL00AR01S14R,DL00AS01513R,DL00AS01S14R,DL00AW01513R,DL00AW01S14R,DM00A001513R,DM00A001S14R,DM00AC01513R,DM00AC01S14R,DM00AM01513R,DM00AM01S14R,DM00AR01513R,DM00AR01S14R,DM00AS01513R,DM00AS01S14R,DM00AW01513R,DM00AW01S14R,DR00A001513R,DR00A001S14R,DR00AC01513R,DR00AC01S14R,DR00AM01513R,DR00AM01S14R,DR00AR01513R,DR00AR01S14R,DR00AS01513R,DR00AS01S14R,DR00AW01513R,DR00AW01S14R,DS00A001513R,DS00A001S14R,DS00AC01513R,DS00AC01S14R,DS00AM01513R,DS00AM01S14R,DS00AR01513R,DS00AR01S14R,DS00AS01513R,DS00AS01S14R,DS00AW01513R,DS00AW01S14R,DW00A001513R,DW00A001S14R,DW00AC01513R,DW00AC01S14R,DW00AM01513R,DW00AM01S14R,DW00AR01513R,DW00AR01S14R,DW00AS01513R,DW00AS01S14R,DW00AW01513R,DW00AW01S14R
"142901",-1,-1,.,-1,-1,-1,-1,-1,.,-1,-1,.,-1,-1,.,-1,-1,-1,-1,-1,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,62,64,69,63,67,69,65,64,54,60,43,55,-1,71,.,-1,-1,-1,-1,-1,.,-1,-1,.,59,61,67,59,63,66,62,61,52,56,40,51,64,68,68,63,69,70,68,70,54,59,52,66,61,63,68,61,66,68,64,63,51,58,43,54,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,35,38,41,33,43,44,38,38,-1,-1,-1,35,58,61,71,63,64,68,62,59,54,61,32,43,46,52,57,53,50,56,50,52,38,50,25,31,47,49,48,40,51,45,55,61,41,45,25,-1,78,83,87,89,84,83,82,83,88,85,43,67
"143901",81,79,78,75,79,93,92,74,82,-1,64,-1,82,-1,-1,.,-1,-1,-1,-1,-1,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,86,84,90,80,87,87,87,85,85,79,76,80,72,72,66,53,71,67,77,85,82,64,57,64,76,76,77,66,81,81,77,79,73,60,66,74,87,84,88,77,87,87,89,87,83,74,86,85,82,78,90,58,83,85,85,78,77,71,71,86,-1,-1,.,-1,-1,-1,-1,-1,.,.,-1,.,-1,46,.,-1,-1,-1,-1,-1,.,.,-1,-1,84,84,92,84,87,86,84,83,87,84,68,76,75,69,84,63,78,74,76,71,73,63,60,59,70,72,76,71,66,79,76,79,67,-1,60,55,88,87,94,88,90,90,88,88,87,83,80,80
"143902",70,89,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,90,91,90,89,90,89,94,92,90,97,80,88,-1,.,.,.,.,.,-1,.,.,.,-1,.,82,85,80,88,83,81,88,87,82,94,74,74,92,92,87,89,95,90,95,93,86,100,86,96,83,86,82,84,83,84,87,87,81,100,76,80,-1,-1,.,.,-1,-1,-1,-1,.,.,.,-1,50,42,-1,-1,-1,-1,-1,50,-1,.,-1,-1,88,89,93,89,85,88,92,91,93,95,74,78,85,83,94,91,85,81,89,82,84,100,67,-1,82,89,92,100,90,94,75,84,64,-1,89,-1,95,95,95,95,95,92,99,96,96,95,84,95
"143903",93,88,-1,-1,100,86,86,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,89,89,88,90,91,90,93,90,77,87,87,85,79,79,62,89,75,77,97,76,65,-1,83,90,85,84,80,85,88,82,91,85,70,93,85,76,89,89,90,94,92,89,93,89,74,82,89,89,84,80,80,82,90,75,89,85,65,100,77,67,.,-1,.,.,.,-1,.,-1,.,.,.,.,100,55,-1,.,-1,-1,-1,-1,.,.,-1,-1,88,89,87,85,90,90,92,90,80,90,86,82,71,72,52,75,68,70,89,71,50,79,76,76,72,78,56,89,71,77,88,81,65,75,61,50,91,92,92,92,93,94,93,92,79,86,90,89
"143904",100,.,-1,.,-1,.,-1,.,.,.,.,.,100,100,.,-1,-1,-1,-1,-1,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,92,85,88,83,93,85,93,82,-1,80,95,100,100,53,.,-1,-1,-1,-1,-1,.,-1,-1,-1,95,77,-1,56,94,79,100,71,-1,-1,100,100,92,88,83,88,97,88,94,84,-1,83,94,100,92,89,-1,-1,100,100,100,83,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,90,81,91,71,88,79,92,79,-1,-1,100,100,82,74,-1,-1,90,60,90,70,-1,-1,-1,-1,78,56,-1,-1,71,56,71,-1,-1,.,-1,100,90,88,92,87,91,87,91,87,-1,75,93,100
"143905",-1,-1,.,.,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,86,88,92,81,91,89,89,93,73,73,69,89,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,65,80,-1,64,76,80,65,90,-1,-1,64,86,84,91,88,73,89,100,92,94,-1,-1,60,100,82,78,-1,-1,88,75,88,94,-1,-1,63,86,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,88,86,94,88,93,81,87,91,83,100,76,79,57,79,-1,69,60,83,67,83,-1,-1,-1,-1,71,85,-1,-1,100,-1,-1,-1,.,.,-1,-1,87,92,95,91,92,92,89,94,70,78,70,89
"143906",-1,.,.,.,-1,.,-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,83,88,73,75,88,93,84,96,-1,-1,78,80,.,.,.,.,.,.,.,.,.,.,.,.,83,85,-1,-1,100,85,82,92,-1,.,-1,83,90,89,83,-1,94,94,88,100,-1,-1,-1,100,-1,-1,-1,.,-1,-1,-1,-1,-1,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,76,87,-1,-1,80,91,80,91,-1,-1,-1,-1,-1,100,-1,.,-1,100,-1,100,.,.,.,-1,75,79,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,85,88,80,75,86,92,86,96,-1,-1,75,78
"144901",78,64,100,-1,72,58,79,74,83,-1,-1,-1,100,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,78,78,83,75,81,80,78,77,82,91,61,63,70,68,77,79,72,62,68,70,75,92,56,44,71,73,76,66,76,77,72,73,76,87,51,60,78,80,82,70,81,81,81,82,78,87,64,72,73,75,76,66,78,79,74,74,79,86,52,64,-1,-1,.,-1,-1,-1,-1,-1,.,-1,-1,.,47,62,40,36,59,81,47,59,50,71,29,43,77,76,83,80,80,79,76,72,86,95,59,54,65,67,71,60,71,72,65,66,71,87,46,44,63,57,69,61,55,56,68,60,70,82,54,27,86,86,91,87,87,87,86,84,89,98,75,70
"144902",86,89,83,-1,95,94,86,95,80,-1,73,86,100,-1,-1,.,-1,.,-1,-1,-1,.,-1,.,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,82,80,87,76,84,78,85,84,80,66,68,85,65,60,70,57,65,57,69,67,50,62,65,50,77,74,82,68,81,75,79,79,75,54,62,79,83,79,88,71,84,79,86,85,79,51,73,86,73,71,78,60,80,73,74,74,70,42,51,82,73,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,48,55,-1,-1,63,-1,63,-1,-1,-1,-1,-1,81,80,85,81,83,77,83,83,81,75,64,83,69,64,76,60,69,60,72,70,72,55,50,71,62,64,74,59,63,62,67,72,48,42,39,64,85,83,90,81,86,81,88,87,85,70,71,89
"144903",92,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,57,54,65,39,60,60,62,54,55,56,37,58,49,43,65,25,48,44,56,52,50,46,26,-1,50,47,54,29,54,53,55,49,42,47,37,53,57,48,67,39,60,50,58,47,59,60,39,45,56,54,58,38,62,65,61,49,41,56,45,70,-1,.,.,.,-1,.,-1,.,.,.,-1,.,-1,-1,.,.,-1,-1,-1,-1,.,.,.,-1,56,59,64,39,59,70,65,59,52,54,36,69,42,48,52,35,46,55,49,47,38,52,23,52,41,39,-1,-1,43,53,42,45,-1,-1,46,-1,63,75,73,78,66,88,65,66,67,70,37,-1
"145901",59,88,73,-1,65,93,67,89,-1,-1,-1,71,75,82,-1,-1,-1,83,83,100,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,75,79,75,84,77,77,81,78,70,82,62,80,59,67,45,75,61,65,72,61,58,80,47,71,70,75,69,79,70,74,76,75,67,75,61,74,74,82,67,84,77,78,82,82,66,82,68,91,73,74,70,79,74,74,75,73,70,78,70,71,-1,-1,-1,.,-1,-1,-1,-1,-1,.,.,.,55,50,-1,-1,50,56,58,45,-1,-1,69,62,76,76,82,83,77,76,81,75,75,81,55,68,65,71,65,78,67,68,73,69,59,78,48,71,62,65,55,61,64,61,76,71,46,89,54,45,79,84,81,90,82,80,88,83,75,84,58,90
"145902",53,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,83,-1,-1,.,-1,-1,-1,-1,-1,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,73,71,75,73,74,68,77,75,69,67,63,69,50,60,40,43,44,53,68,68,40,45,40,83,61,60,60,60,62,57,66,66,57,49,52,55,74,75,71,72,73,70,78,82,68,65,74,79,71,69,65,69,77,68,70,71,76,69,63,60,86,71,-1,-1,100,-1,100,-1,-1,-1,-1,-1,49,53,-1,-1,76,61,52,55,-1,-1,-1,-1,72,67,78,74,75,65,77,68,70,68,55,57,56,54,61,58,57,48,62,60,54,57,44,46,37,45,-1,53,38,32,55,60,30,-1,-1,-1,76,73,79,77,77,69,80,77,71,72,66,67
"145906",83,90,100,-1,88,83,88,100,-1,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,77,79,77,82,85,79,83,82,70,69,59,81,59,55,67,64,68,61,60,55,-1,-1,47,-1,70,71,66,76,78,71,77,73,62,60,51,71,80,81,76,82,83,81,84,86,70,56,78,90,71,73,72,78,77,77,81,73,72,50,42,79,-1,-1,.,.,-1,-1,-1,-1,.,.,.,-1,-1,57,-1,-1,-1,50,-1,60,-1,.,-1,-1,75,78,78,83,86,78,81,78,71,78,48,73,62,61,68,72,74,56,65,60,67,66,29,57,52,49,55,53,62,45,62,45,-1,55,-1,-1,80,83,78,85,87,81,85,86,72,74,64,86
"145907",-1,83,-1,.,-1,-1,-1,-1,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,64,76,65,70,66,79,70,79,58,67,55,72,53,65,44,60,52,58,55,80,53,-1,58,-1,64,75,65,70,67,79,70,77,56,64,52,69,67,79,57,77,64,76,74,81,65,75,70,89,76,83,71,-1,86,100,86,77,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,.,.,-1,-1,-1,-1,.,.,-1,.,61,74,72,65,68,82,65,78,52,60,36,56,53,66,56,47,54,71,60,72,50,-1,35,56,44,57,-1,-1,54,78,56,64,-1,-1,-1,-1,68,82,73,80,70,86,75,78,62,83,55,83
"145911",65,67,-1,.,-1,-1,83,-1,-1,.,-1,-1,91,79,100,-1,92,100,92,88,100,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,78,78,90,82,76,80,82,80,73,72,61,68,71,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72,73,86,75,68,77,78,75,65,61,60,55,81,82,89,80,79,81,87,85,68,65,72,88,74,73,82,77,75,80,78,69,70,59,60,66,63,-1,-1,.,-1,.,-1,-1,-1,.,-1,.,40,54,-1,-1,35,68,47,44,-1,-1,-1,-1,75,75,90,84,74,78,78,75,77,78,52,51,59,65,77,67,52,67,67,64,58,70,38,50,57,55,71,63,53,47,70,65,52,-1,30,-1,78,81,91,84,77,80,84,83,73,75,61,71
"146901",54,58,89,-1,43,52,68,57,-1,83,-1,56,93,93,89,100,94,100,94,83,-1,-1,100,-1,-1,86,.,.,-1,-1,-1,100,.,-1,.,-1,60,60,71,65,61,60,64,60,64,68,37,50,51,49,64,59,51,49,56,52,56,45,29,30,57,58,68,61,59,59,60,57,60,61,34,49,61,62,69,63,61,61,66,65,61,63,42,57,59,59,68,57,65,62,60,57,63,64,36,52,67,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,50,51,40,62,58,42,48,36,33,24,49,60,58,73,67,62,60,61,55,67,72,33,45,48,51,58,58,50,52,50,50,54,58,28,39,42,46,36,44,41,48,51,52,44,32,27,28,63,64,75,74,62,60,68,64,68,76,41,53
"146902",73,78,70,86,85,74,82,83,52,75,61,-1,76,93,-1,100,78,100,67,86,-1,-1,-1,-1,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,72,71,79,76,79,75,72,69,68,69,54,63,63,59,75,58,66,58,63,59,58,61,49,62,67,67,74,72,75,71,66,66,61,63,51,58,74,74,77,78,80,76,76,74,64,68,62,70,70,70,74,74,80,78,68,67,62,65,55,59,68,66,80,100,58,54,75,66,64,-1,71,78,47,53,50,45,65,65,39,50,27,32,34,46,70,69,80,75,78,74,69,64,71,71,47,56,56,58,65,66,66,63,56,55,52,50,34,44,53,53,52,51,57,55,61,55,45,43,35,48,75,74,82,80,80,76,75,72,73,73,55,65
"146903",.,-1,.,.,.,-1,.,-1,.,.,.,.,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,84,93,87,94,81,95,90,92,69,92,82,90,86,100,.,-1,-1,-1,-1,-1,.,.,-1,-1,80,86,92,83,71,89,87,84,-1,100,79,82,82,93,82,92,84,96,88,90,64,-1,67,95,80,82,100,71,65,80,88,85,-1,-1,86,-1,.,.,.,.,.,.,.,.,.,.,.,.,57,53,-1,-1,-1,71,-1,-1,.,.,-1,-1,87,93,92,95,78,93,93,96,-1,88,95,80,65,80,-1,80,62,83,74,79,-1,-1,62,75,75,100,-1,-1,-1,100,100,100,-1,-1,-1,-1,86,96,87,100,84,99,90,96,69,89,85,91
"146904",65,78,89,-1,69,63,69,89,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,73,77,81,85,76,75,77,76,65,81,57,74,64,72,78,100,58,70,69,67,72,75,44,71,68,73,79,78,71,71,71,72,60,76,51,75,75,77,84,82,78,74,79,77,63,74,62,84,69,76,79,83,75,79,69,71,56,71,60,79,-1,-1,-1,.,-1,-1,-1,-1,-1,.,-1,-1,45,69,63,-1,65,75,39,57,-1,-1,-1,-1,72,77,79,88,75,76,75,74,68,88,52,65,58,64,70,75,62,61,64,62,52,75,35,58,40,60,40,79,37,51,49,65,40,86,-1,47,75,77,82,85,78,75,79,76,67,83,58,74
"146905",63,63,67,-1,76,-1,71,50,50,88,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,71,72,74,65,73,77,70,68,80,54,51,70,76,70,80,64,81,83,74,70,60,56,75,65,68,68,72,63,70,74,66,63,76,54,40,67,74,72,67,64,76,77,78,56,75,57,56,61,68,73,67,60,70,62,68,-1,88,59,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,69,69,72,80,65,70,77,63,77,86,52,47,57,61,58,60,53,63,67,59,57,75,43,37,69,69,71,70,61,78,74,68,79,69,56,-1,69,72,72,74,65,72,78,71,70,81,54,50
"146906",77,67,67,-1,75,69,86,63,-1,-1,67,-1,96,93,-1,-1,86,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,74,73,78,75,80,74,77,72,66,73,55,72,70,66,74,66,75,65,75,67,60,67,52,64,67,67,71,71,75,69,71,65,56,68,51,59,77,76,79,73,84,78,81,77,64,73,64,76,69,69,72,75,80,74,71,64,60,65,51,63,68,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,43,49,44,50,55,62,46,40,-1,41,29,43,70,71,78,78,77,71,73,69,68,73,46,69,60,61,65,64,69,64,65,59,50,64,38,54,50,54,44,57,59,52,58,55,42,67,26,42,77,79,84,79,83,78,80,80,72,80,57,80
"146907",80,76,100,-1,82,70,83,86,83,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,76,75,80,77,79,75,80,77,73,74,64,65,48,71,-1,-1,-1,-1,-1,71,-1,-1,-1,.,71,70,75,73,73,69,74,72,69,71,60,62,78,77,81,73,79,75,82,82,71,70,72,77,72,69,76,67,74,68,74,74,72,65,57,62,85,86,-1,-1,100,-1,83,100,-1,-1,86,-1,65,42,75,-1,82,50,64,50,-1,.,-1,-1,75,73,79,81,78,74,78,73,74,78,57,54,59,57,64,59,62,57,64,60,55,58,45,41,48,65,39,76,52,59,50,75,39,64,50,31,77,75,81,78,79,75,81,77,73,74,65,65
"147901",30,75,-1,-1,100,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62,65,58,68,67,62,69,69,57,64,43,53,62,58,68,63,57,48,70,67,61,83,54,-1,59,62,53,67,62,58,68,67,55,72,43,42,63,65,57,68,64,60,78,72,50,55,41,56,60,66,50,63,73,66,67,69,55,57,36,57,-1,-1,-1,.,-1,-1,-1,-1,-1,.,-1,.,65,46,-1,-1,63,64,63,38,-1,.,-1,-1,61,65,58,68,70,65,62,66,63,71,45,50,54,54,54,56,59,55,60,58,55,59,34,32,57,43,43,45,61,40,62,50,64,-1,50,-1,68,70,65,92,66,69,79,69,64,-1,55,63
"147902",71,72,-1,70,84,71,80,76,-1,-1,60,-1,65,57,-1,-1,83,86,-1,-1,-1,-1,-1,-1,.,-1,.,.,.,-1,.,-1,.,.,.,.,70,68,77,69,70,67,75,72,69,64,49,57,60,60,58,54,56,60,67,65,71,52,46,52,63,61,70,60,64,61,69,65,63,58,44,47,72,71,75,68,71,67,80,78,67,59,58,66,67,61,80,54,69,62,70,68,65,57,49,44,-1,63,.,-1,-1,-1,-1,83,.,-1,-1,-1,31,27,-1,-1,43,33,-1,33,-1,-1,-1,-1,67,66,79,70,69,67,70,67,72,68,40,50,49,54,52,60,48,52,58,59,51,49,28,31,61,67,56,60,69,69,64,68,70,69,27,61,72,73,81,78,72,71,78,75,71,69,50,63
"147903",71,61,75,79,70,57,75,62,63,-1,69,-1,90,97,100,-1,93,100,94,92,83,100,77,-1,.,.,.,.,.,.,.,.,.,.,.,.,64,61,67,62,66,60,70,65,60,56,46,55,56,53,63,50,56,51,62,57,54,51,36,49,59,58,61,56,64,57,66,62,54,48,41,53,66,65,67,62,67,61,76,71,54,55,51,66,62,61,63,59,69,63,67,64,55,52,46,57,89,.,-1,.,-1,.,-1,.,-1,.,-1,.,33,39,36,40,43,42,30,42,31,-1,22,24,62,58,66,61,65,59,65,60,65,57,41,45,48,46,52,46,51,44,56,48,46,46,25,37,49,55,49,51,45,51,56,57,57,68,31,50,71,70,72,76,70,64,80,75,70,65,52,60
"148901",-1,-1,-1,.,-1,.,-1,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,75,72,81,64,77,74,80,73,73,70,50,77,.,.,.,.,.,.,.,.,.,.,.,.,71,69,79,55,73,72,78,70,67,64,47,77,75,71,79,64,78,71,81,74,67,44,55,78,77,69,83,58,78,71,84,70,75,63,53,71,-1,-1,-1,.,-1,-1,-1,-1,-1,.,.,-1,44,41,-1,-1,62,57,46,33,-1,-1,-1,-1,75,74,84,64,77,78,79,72,79,84,48,75,57,59,67,50,64,63,58,60,60,52,24,59,65,69,64,-1,85,74,62,65,67,-1,-1,86,71,80,78,75,76,80,76,79,72,79,46,89
"148902",89,-1,-1,.,-1,-1,-1,-1,-1,.,-1,.,100,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,80,83,82,72,85,85,81,86,70,83,70,76,.,.,.,.,.,.,.,.,.,.,.,.,74,78,73,63,83,83,75,87,58,63,71,58,86,87,85,64,92,86,88,90,75,100,76,91,67,69,64,-1,76,73,72,80,-1,-1,71,-1,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,-1,-1,-1,.,-1,-1,-1,-1,-1,.,.,-1,74,79,79,76,79,84,75,82,65,75,65,64,61,67,71,56,60,74,60,68,-1,75,-1,-1,79,75,-1,-1,70,86,80,86,-1,-1,83,-1,81,85,87,76,86,87,82,87,74,89,68,81
"148903",.,-1,.,.,.,.,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,59,74,68,79,58,66,65,83,46,63,51,61,70,-1,-1,.,-1,-1,-1,-1,-1,.,-1,-1,50,71,65,80,49,62,60,78,-1,-1,30,67,63,70,68,75,66,58,69,84,-1,50,63,67,34,56,-1,-1,46,-1,43,69,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,86,-1,-1,-1,-1,-1,-1,-1,.,-1,.,56,78,68,83,51,75,61,83,60,78,42,56,44,69,65,73,41,60,50,79,28,63,29,58,43,70,-1,100,47,67,53,75,-1,-1,-1,-1,64,77,70,80,60,72,69,88,55,59,60,69
"148905",71,-1,-1,.,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,70,63,82,76,69,56,75,67,60,65,56,50,.,.,.,.,.,.,.,.,.,.,.,.,67,59,75,71,66,50,74,64,50,63,63,-1,68,57,75,67,66,46,79,69,50,-1,60,-1,65,53,73,64,58,38,76,62,57,-1,55,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,.,-1,.,-1,.,.,.,-1,.,-1,.,.,.,-1,72,68,86,85,72,63,73,66,68,91,53,-1,54,58,67,71,56,59,59,62,41,50,37,-1,47,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,71,90,86,81,72,75,69,65,64,57,-1
"149901",91,100,-1,-1,-1,100,-1,100,-1,.,-1,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,81,83,81,82,86,89,87,83,68,69,70,78,67,68,-1,-1,100,-1,70,-1,50,-1,71,.,76,78,76,72,81,85,83,79,60,62,65,71,81,86,78,80,87,89,88,87,67,78,73,87,75,78,74,73,80,84,83,77,59,63,62,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,62,78,71,-1,60,85,70,79,-1,-1,-1,100,81,80,84,83,86,88,86,80,69,59,67,72,62,66,70,63,69,78,68,63,53,49,38,61,59,64,65,67,61,74,66,59,41,50,50,60,89,90,91,91,94,94,92,91,76,76,81,82
"149902",-1,86,.,.,-1,-1,-1,-1,.,-1,.,-1,100,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,74,70,73,61,79,72,78,73,75,64,59,69,.,-1,.,.,.,-1,.,-1,.,.,.,-1,65,63,60,51,70,64,68,68,64,59,55,58,76,71,75,61,77,74,81,78,70,58,67,73,69,63,66,49,71,66,73,68,69,58,57,60,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,52,35,-1,-1,75,-1,-1,-1,.,-1,-1,-1,73,68,71,60,81,71,76,68,80,72,49,66,62,53,61,45,74,54,64,57,64,51,41,47,57,55,63,59,59,57,63,58,56,46,40,50,82,79,81,75,89,80,86,81,83,73,60,82
"150901",89,88,92,91,88,90,91,92,100,-1,81,71,100,89,100,-1,100,86,100,86,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,83,84,86,88,85,85,87,84,85,78,66,81,76,67,-1,-1,-1,-1,88,-1,-1,-1,-1,-1,78,79,81,86,80,80,82,80,81,69,56,75,85,86,86,87,88,85,88,88,86,76,72,91,78,74,82,71,80,76,82,76,80,66,59,72,77,74,-1,-1,-1,86,-1,67,-1,-1,.,-1,55,64,50,69,59,68,62,64,-1,-1,33,46,81,82,86,88,83,85,85,81,85,80,61,73,71,71,75,76,75,72,76,71,72,66,49,67,67,73,66,91,66,72,78,71,71,67,35,66,84,86,87,91,87,87,88,86,86,81,67,84
"152802",90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,94,95,77,100,95,94,94,96,100,83,100,95,92,94,70,100,93,92,91,96,-1,86,100,91,94,93,86,100,93,91,95,95,-1,83,100,91,92,97,58,100,93,96,96,98,-1,88,100,100,96,96,80,100,100,97,97,97,-1,-1,100,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,96,93,93,100,98,92,93,95,-1,-1,100,89,94,92,-1,100,100,93,100,96,.,-1,100,86,96,98,83,-1,95,100,100,100,-1,.,100,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.
