DISTRICT,DD000A001218R,DD000A001318R,DD000A001S18R,DD000AC01218R,DD000AC01318R,DD000AC01S18R,DD000AM01218R,DD000AM01318R,DD000AM01S18R,DD000AR01218R,DD000AR01318R,DD000AR01S18R,DD000AS01218R,DD000AS01318R,DD000AS01S18R,DD000AW01218R,DD000AW01318R,DD000AW01S18R,DD200A001218R,DD200A001318R,DD200A001S18R,DD200AC01218R,DD200AC01318R,DD200AC01S18R,DD200AM01218R,DD200AM01318R,DD200AM01S18R,DD200AR01218R,DD200AR01318R,DD200AR01S18R,DD200AS01218R,DD200AS01318R,DD200AS01S18R,DD200AW01218R,DD200AW01318R,DD200AW01S18R,DD300A001218R,DD300A001318R,DD300A001S18R,DD300AC01218R,DD300AC01318R,DD300AC01S18R,DD300AM01218R,DD300AM01318R,DD300AM01S18R,DD300AR01218R,DD300AR01318R,DD300AR01S18R,DD300AS01218R,DD300AS01318R,DD300AS01S18R,DD300AW01218R,DD300AW01318R,DD300AW01S18R,DD400A001218R,DD400A001318R,DD400A001S18R,DD400AC01218R,DD400AC01318R,DD400AC01S18R,DD400AM01218R,DD400AM01318R,DD400AM01S18R,DD400AR01218R,DD400AR01318R,DD400AR01S18R,DD400AS01218R,DD400AS01318R,DD400AS01S18R,DD400AW01218R,DD400AW01318R,DD400AW01S18R,DDA00A001218R,DDA00A001318R,DDA00A001S18R,DDA00AC01218R,DDA00AC01318R,DDA00AC01S18R,DDA00AM01218R,DDA00AM01318R,DDA00AM01S18R,DDA00AR01218R,DDA00AR01318R,DDA00AR01S18R,DDA00AS01218R,DDA00AS01318R,DDA00AS01S18R,DDA00AW01218R,DDA00AW01318R,DDA00AW01S18R,DDB00A001218R,DDB00A001318R,DDB00A001S18R,DDB00AC01218R,DDB00AC01318R,DDB00AC01S18R,DDB00AM01218R,DDB00AM01318R,DDB00AM01S18R,DDB00AR01218R,DDB00AR01318R,DDB00AR01S18R,DDB00AS01218R,DDB00AS01318R,DDB00AS01S18R,DDB00AW01218R,DDB00AW01318R,DDB00AW01S18R,DDE00A001218R,DDE00A001318R,DDE00A001S18R,DDE00AC01218R,DDE00AC01318R,DDE00AC01S18R,DDE00AM01218R,DDE00AM01318R,DDE00AM01S18R,DDE00AR01218R,DDE00AR01318R,DDE00AR01S18R,DDE00AS01218R,DDE00AS01318R,DDE00AS01S18R,DDE00AW01218R,DDE00AW01318R,DDE00AW01S18R,DDF00A001218R,DDF00A001318R,DDF00A001S18R,DDF00AC01218R,DDF00AC01318R,DDF00AC01S18R,DDF00AM01218R,DDF00AM01318R,DDF00AM01S18R,DDF00AR01218R,DDF00AR01318R,DDF00AR01S18R,DDF00AS01218R,DDF00AS01318R,DDF00AS01S18R,DDF00AW01218R,DDF00AW01318R,DDF00AW01S18R,DDH00A001218R,DDH00A001318R,DDH00A001S18R,DDH00AC01218R,DDH00AC01318R,DDH00AC01S18R,DDH00AM01218R,DDH00AM01318R,DDH00AM01S18R,DDH00AR01218R,DDH00AR01318R,DDH00AR01S18R,DDH00AS01218R,DDH00AS01318R,DDH00AS01S18R,DDH00AW01218R,DDH00AW01318R,DDH00AW01S18R,DDI00A001218R,DDI00A001318R,DDI00A001S18R,DDI00AC01218R,DDI00AC01318R,DDI00AC01S18R,DDI00AM01218R,DDI00AM01318R,DDI00AM01S18R,DDI00AR01218R,DDI00AR01318R,DDI00AR01S18R,DDI00AS01218R,DDI00AS01318R,DDI00AS01S18R,DDI00AW01218R,DDI00AW01318R,DDI00AW01S18R,DDL00A001218R,DDL00A001318R,DDL00A001S18R,DDL00AC01218R,DDL00AC01318R,DDL00AC01S18R,DDL00AM01218R,DDL00AM01318R,DDL00AM01S18R,DDL00AR01218R,DDL00AR01318R,DDL00AR01S18R,DDL00AS01218R,DDL00AS01318R,DDL00AS01S18R,DDL00AW01218R,DDL00AW01318R,DDL00AW01S18R,DDM00A001218R,DDM00A001318R,DDM00A001S18R,DDM00AC01218R,DDM00AC01318R,DDM00AC01S18R,DDM00AM01218R,DDM00AM01318R,DDM00AM01S18R,DDM00AR01218R,DDM00AR01318R,DDM00AR01S18R,DDM00AS01218R,DDM00AS01318R,DDM00AS01S18R,DDM00AW01218R,DDM00AW01318R,DDM00AW01S18R,DDR00A001218R,DDR00A001318R,DDR00A001S18R,DDR00AC01218R,DDR00AC01318R,DDR00AC01S18R,DDR00AM01218R,DDR00AM01318R,DDR00AM01S18R,DDR00AR01218R,DDR00AR01318R,DDR00AR01S18R,DDR00AS01218R,DDR00AS01318R,DDR00AS01S18R,DDR00AW01218R,DDR00AW01318R,DDR00AW01S18R,DDS00A001218R,DDS00A001318R,DDS00A001S18R,DDS00AC01218R,DDS00AC01318R,DDS00AC01S18R,DDS00AM01218R,DDS00AM01318R,DDS00AM01S18R,DDS00AR01218R,DDS00AR01318R,DDS00AR01S18R,DDS00AS01218R,DDS00AS01318R,DDS00AS01S18R,DDS00AW01218R,DDS00AW01318R,DDS00AW01S18R,DDW00A001218R,DDW00A001318R,DDW00A001S18R,DDW00AC01218R,DDW00AC01318R,DDW00AC01S18R,DDW00AM01218R,DDW00AM01318R,DDW00AM01S18R,DDW00AR01218R,DDW00AR01318R,DDW00AR01S18R,DDW00AS01218R,DDW00AS01318R,DDW00AS01S18R,DDW00AW01218R,DDW00AW01318R,DDW00AW01S18R,DNC00A001218R,DNC00A001318R,DNC00A001S18R,DNC00AC01218R,DNC00AC01318R,DNC00AC01S18R,DNC00AM01218R,DNC00AM01318R,DNC00AM01S18R,DNC00AR01218R,DNC00AR01318R,DNC00AR01S18R,DNC00AS01218R,DNC00AS01318R,DNC00AS01S18R,DNC00AW01218R,DNC00AW01318R,DNC00AW01S18R,DNM00A001218R,DNM00A001318R,DNM00A001S18R,DNM00AC01218R,DNM00AC01318R,DNM00AC01S18R,DNM00AM01218R,DNM00AM01318R,DNM00AM01S18R,DNM00AR01218R,DNM00AR01318R,DNM00AR01S18R,DNM00AS01218R,DNM00AS01318R,DNM00AS01S18R,DNM00AW01218R,DNM00AW01318R,DNM00AW01S18R,DNS00A001218R,DNS00A001318R,DNS00A001S18R,DNS00AC01218R,DNS00AC01318R,DNS00AC01S18R,DNS00AM01218R,DNS00AM01318R,DNS00AM01S18R,DNS00AR01218R,DNS00AR01318R,DNS00AR01S18R,DNS00AS01218R,DNS00AS01318R,DNS00AS01S18R,DNS00AW01218R,DNS00AW01318R,DNS00AW01S18R
"128903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,10,60,30,8,71,36,13,64,30,8,58,31,17,52,19,3,39,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,27,8,55,27,7,64,30,11,60,26,6,54,29,16,48,16,0,32,32,10,60,30,3,70,31,12,63,36,11,64,26,13,39,27,7,47,29,10,59,26,7,71,35,14,62,28,8,57,30,15,53,18,4,39,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,10,60,30,12,73,41,15,66,22,5,53,37,21,68,13,0,31,16,3,48,23,4,70,22,8,53,12,0,43,13,4,30,5,0,20,2,0,22,0,0,45,6,0,18,0,0,15,-1,-1,-1,-1,-1,-1,49,14,73,80,20,80,45,9,82,44,13,75,-1,-1,-1,-1,-1,-1,34,12,66,38,12,81,38,16,70,31,8,63,41,22,66,23,5,32,22,6,47,14,0,52,32,8,53,26,9,47,0,0,10,11,0,56,50,17,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"128904",14,0,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,70,50,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,74,42,93,74,50,94,73,46,95,75,41,92,75,33,90,67,33,90,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,63,34,89,47,40,87,63,33,85,63,39,93,67,17,92,82,36,91,71,38,93,73,48,94,67,40,92,75,41,94,71,21,93,62,27,88,67,35,89,60,45,85,59,41,92,78,29,93,57,21,79,86,43,86,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,0,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,76,46,93,76,51,94,79,51,98,75,41,89,77,43,89,74,39,91,18,1,64,18,0,73,29,4,71,10,0,55,-1,-1,-1,13,0,63,30,9,55,25,0,63,40,7,60,25,15,50,-1,-1,-1,-1,-1,-1,75,44,94,78,52,97,77,46,97,74,44,91,79,38,94,65,30,93,74,42,93,78,54,95,73,45,95,76,41,91,75,31,91,64,33,87,71,43,93,59,35,88,72,50,94,72,42,93,75,50,88,80,30,100,80,20,100,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"129901",31,11,66,27,7,67,34,15,69,31,10,64,20,4,51,.,.,.,46,21,78,55,20,83,42,18,84,44,24,73,52,24,67,.,.,.,80,56,96,-1,-1,-1,88,75,100,70,50,90,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,44,18,76,46,17,80,42,18,78,46,19,75,39,19,70,60,40,60,29,10,62,27,5,65,28,10,64,31,12,60,28,15,57,-1,-1,-1,35,13,68,35,10,72,34,14,70,36,13,66,33,14,62,-1,-1,-1,45,19,79,44,17,83,43,18,79,50,22,80,36,17,67,-1,-1,-1,39,14,72,36,13,77,37,15,74,40,13,70,42,13,67,-1,-1,-1,29,5,81,-1,-1,-1,17,0,67,33,11,89,-1,-1,-1,.,.,.,24,7,56,18,8,54,28,8,61,23,7,54,10,0,35,.,.,.,42,17,74,48,16,78,41,18,77,41,15,70,42,21,74,-1,-1,-1,22,5,60,23,4,67,21,5,62,21,5,56,24,7,53,-1,-1,-1,18,7,41,21,6,52,18,7,43,17,7,35,19,8,37,60,40,60,51,22,83,55,22,86,49,22,84,53,23,82,39,22,75,-1,-1,-1,48,20,81,50,19,85,46,20,83,50,19,79,43,21,74,-1,-1,-1,37,16,69,40,13,74,36,15,71,39,17,67,30,15,62,-1,-1,-1,43,14,80,47,12,82,42,9,82,45,21,79,20,0,60,.,.,.
"129902",48,22,77,57,22,81,52,30,82,45,18,77,35,16,66,42,13,67,59,32,86,64,36,88,65,40,88,55,26,86,57,39,84,45,15,77,71,45,89,77,48,96,76,59,90,68,36,89,79,55,94,48,22,70,38,19,62,-1,-1,-1,43,29,86,29,0,29,-1,-1,-1,-1,-1,-1,60,29,85,66,32,88,61,33,88,59,26,84,60,35,84,49,15,75,47,19,76,52,18,78,46,20,79,46,20,74,51,23,78,41,10,66,44,18,75,48,18,78,46,21,80,43,15,74,48,25,77,34,8,60,64,32,88,68,34,91,63,35,89,66,31,89,61,34,86,58,20,82,54,24,83,61,29,87,55,28,86,53,21,82,58,33,83,43,10,69,59,25,79,64,36,91,63,33,78,57,22,81,71,29,86,44,0,56,34,12,68,37,9,67,39,18,75,29,10,68,25,8,49,29,7,54,56,26,82,63,29,86,59,32,87,52,22,80,60,35,82,41,9,68,33,10,69,39,10,75,36,12,74,31,8,66,35,13,66,21,4,50,26,8,49,29,9,57,29,10,56,24,7,44,29,8,55,12,3,30,66,34,89,72,36,92,67,39,92,66,31,88,64,38,86,55,18,80,63,32,87,70,34,91,65,37,90,63,28,86,63,38,85,52,16,77,52,23,80,56,26,83,53,27,83,51,22,79,54,25,81,45,13,70,60,28,87,64,29,91,65,31,91,54,31,84,60,25,90,56,13,77
"129903",27,9,62,34,11,70,36,16,73,21,6,55,17,4,59,17,5,47,44,19,80,53,21,84,47,27,84,39,16,71,38,15,85,50,8,92,82,45,95,-1,-1,-1,80,60,100,75,38,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,41,16,74,50,21,83,45,20,80,37,13,69,44,19,78,30,6,59,29,9,66,25,11,64,30,11,74,28,9,61,39,7,71,28,0,68,35,12,70,43,15,79,41,17,77,30,9,64,37,12,73,24,4,52,42,16,76,47,17,83,44,20,80,40,13,72,42,16,77,34,7,66,35,12,69,44,14,79,41,17,76,29,9,63,38,14,74,22,5,49,42,24,64,60,60,80,50,10,80,45,36,64,-1,-1,-1,-1,-1,-1,14,4,49,15,4,58,23,9,63,9,2,40,6,0,50,5,1,29,41,17,72,53,24,82,46,21,79,35,12,65,47,21,79,26,5,52,28,8,63,38,14,76,33,12,72,22,5,56,30,9,70,16,3,42,22,8,44,23,7,57,26,12,52,19,6,38,33,9,44,10,2,18,50,21,80,58,28,89,51,24,84,47,17,76,53,26,85,39,8,67,43,17,76,51,22,84,47,21,81,38,13,71,45,20,79,30,6,61,37,14,68,46,16,80,40,17,75,34,11,61,40,14,74,29,5,51,60,28,84,50,25,92,68,35,87,57,29,80,-1,-1,-1,64,9,82
"129904",26,6,61,23,8,67,31,8,74,19,3,51,68,21,84,10,0,42,34,13,76,40,20,80,38,12,77,25,7,75,57,43,71,25,0,75,57,0,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,37,11,72,41,13,76,39,13,77,34,8,68,56,31,85,25,2,57,30,7,78,-1,-1,-1,36,14,86,29,0,71,43,14,86,-1,-1,-1,34,9,70,36,10,75,37,11,77,30,5,65,54,26,83,20,3,54,39,11,76,41,10,80,39,11,80,39,8,74,54,30,85,24,0,56,34,11,71,37,14,80,39,13,76,28,5,64,66,36,89,13,2,52,71,43,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,15,4,50,8,8,50,25,7,68,8,1,39,50,0,83,4,0,26,36,12,69,41,15,73,38,14,75,29,7,63,58,32,85,26,4,58,24,5,62,26,6,66,25,6,67,19,2,55,41,16,78,15,1,48,25,8,45,26,9,49,30,12,52,22,3,36,31,11,64,19,7,33,39,12,72,42,12,75,39,13,77,36,8,68,54,29,84,28,2,57,39,13,74,45,14,80,40,13,77,35,8,70,63,38,85,26,2,57,34,9,70,34,10,69,37,12,77,32,6,64,44,18,83,23,2,57,29,15,67,38,25,63,37,16,68,26,16,68,-1,-1,-1,14,0,71
"129905",43,17,77,43,17,93,62,28,88,33,12,74,25,6,56,32,6,53,55,20,84,65,15,88,68,29,90,49,19,84,32,16,74,47,11,74,73,41,98,71,57,100,87,60,100,65,20,100,60,60,80,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,56,24,85,61,27,91,65,31,93,51,20,81,47,23,81,47,12,72,32,6,69,21,0,64,46,7,86,24,5,68,27,18,55,40,0,50,49,19,81,54,21,90,59,26,91,44,16,76,40,17,75,39,9,63,58,26,88,61,26,93,67,33,95,55,24,85,43,19,78,54,16,76,53,23,84,54,26,94,66,31,91,47,17,80,48,23,81,42,15,69,46,27,84,83,67,100,45,36,82,43,14,86,-1,-1,-1,-1,-1,-1,30,10,69,31,19,88,50,20,81,19,3,66,25,13,63,11,0,32,54,23,83,61,28,89,64,30,91,48,17,78,50,26,83,42,9,68,33,10,73,37,12,82,45,15,86,27,6,65,31,12,67,21,2,48,25,10,56,19,8,62,34,16,78,20,7,43,27,12,45,21,3,29,57,25,86,63,28,90,65,32,94,53,21,81,48,23,82,49,12,73,58,25,86,64,28,91,67,31,94,54,21,83,50,27,82,50,12,74,49,23,82,54,25,90,61,32,91,43,19,77,35,10,77,42,13,66,45,22,84,56,31,94,63,33,100,32,10,68,40,30,80,20,0,100
"129906",26,10,59,28,8,58,34,14,70,21,8,52,24,9,62,20,5,45,43,19,75,45,18,82,43,18,79,45,15,72,56,44,78,31,23,65,64,38,82,-1,-1,-1,69,38,85,57,21,79,-1,-1,-1,60,40,60,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,35,13,66,37,12,71,38,15,73,32,11,61,41,18,72,27,9,50,25,6,56,25,4,62,27,7,62,24,7,52,32,11,64,18,2,36,31,11,62,32,11,66,35,14,71,28,9,58,32,12,66,24,6,46,38,14,70,38,11,74,39,15,76,36,13,65,42,17,77,35,12,60,34,12,66,36,11,68,39,17,75,30,10,59,38,16,72,25,7,51,41,32,68,80,60,100,36,27,55,31,31,62,-1,-1,-1,-1,-1,-1,12,3,41,12,2,35,20,6,58,6,2,32,14,6,42,7,0,26,32,12,62,36,14,68,37,15,70,28,10,57,40,20,67,19,5,41,16,3,49,19,3,55,21,5,61,13,2,42,20,6,53,8,1,27,22,8,37,22,6,40,25,11,45,20,8,30,25,4,41,21,11,29,46,19,76,51,20,81,44,19,80,44,19,73,54,26,77,39,16,62,36,14,67,39,13,73,39,16,73,33,12,63,44,19,74,28,10,50,32,10,63,33,10,63,35,13,73,29,9,57,35,17,69,26,6,50,32,10,66,40,10,80,36,14,76,27,4,53,50,50,83,17,0,50
"129910",45,14,71,62,8,77,50,23,83,48,12,70,14,14,43,13,0,50,57,30,78,-1,-1,-1,50,25,75,67,44,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,51,22,81,52,19,83,52,24,85,50,19,80,55,40,82,45,11,72,26,4,56,-1,-1,-1,25,0,50,20,0,40,-1,-1,-1,-1,-1,-1,45,17,76,45,16,82,50,18,80,42,14,73,48,35,75,40,6,67,56,25,85,56,19,91,56,25,88,56,25,85,56,42,83,55,16,76,45,16,81,46,10,82,49,24,87,43,11,79,43,27,70,42,8,81,57,29,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,8,61,80,0,80,32,11,79,35,10,50,-1,-1,-1,17,0,33,46,19,77,47,18,75,49,22,81,44,14,76,54,38,81,33,5,68,24,6,62,24,4,60,29,8,68,22,6,62,24,14,55,23,0,52,17,5,45,29,3,48,13,6,52,20,8,44,14,0,38,6,0,25,53,23,82,53,20,83,54,24,85,52,21,82,58,45,85,46,12,72,52,22,83,47,16,81,53,24,85,53,21,84,54,40,81,49,12,77,49,20,78,62,24,87,52,23,83,44,15,73,55,39,84,34,7,61,50,12,73,-1,-1,-1,63,13,75,50,8,75,-1,-1,-1,-1,-1,-1
"130801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,18,69,-1,-1,-1,0,0,50,38,6,63,64,45,82,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,6,56,-1,-1,-1,-1,-1,-1,14,0,43,50,17,67,.,.,.,44,22,78,-1,-1,-1,-1,-1,-1,43,14,71,67,50,83,-1,-1,-1,44,25,69,.,.,.,-1,-1,-1,14,0,57,86,57,86,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,14,62,-1,-1,-1,0,0,40,33,0,56,60,40,80,.,.,.,31,10,59,-1,-1,-1,0,0,33,31,0,54,63,38,75,.,.,.,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,35,13,70,-1,-1,-1,0,0,50,56,11,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,37,18,68,-1,-1,-1,0,0,50,38,6,63,60,50,80,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.
"130901",36,12,69,32,10,70,41,15,76,32,12,66,20,2,52,41,9,67,69,37,91,73,39,93,68,37,94,68,36,90,73,45,88,60,30,87,83,57,97,89,84,95,86,60,100,79,54,93,63,50,100,89,28,100,100,73,100,-1,-1,-1,100,80,100,-1,-1,-1,.,.,.,-1,-1,-1,69,37,90,71,42,92,70,39,93,69,35,90,66,42,88,63,25,85,64,26,85,42,33,75,65,32,89,69,22,84,43,14,71,80,20,90,44,15,76,42,17,76,44,17,81,43,14,75,45,16,67,42,11,71,70,38,91,69,39,92,70,39,93,73,38,92,61,39,86,69,30,88,58,26,84,59,28,86,60,29,87,57,25,82,55,30,83,49,18,79,60,29,86,44,22,100,65,35,85,73,41,86,17,0,67,67,0,83,27,8,60,15,2,56,32,11,69,23,9,55,11,0,22,36,6,62,67,36,89,73,44,91,71,40,92,65,32,88,69,45,90,57,19,83,40,12,76,45,14,79,42,14,81,38,9,73,42,17,74,30,5,62,29,10,60,23,8,61,34,12,69,28,11,56,22,8,53,26,10,47,74,42,93,77,48,94,75,44,96,74,39,93,70,47,91,69,28,88,69,38,90,71,43,92,70,41,92,69,35,90,67,44,89,64,27,85,68,35,91,71,39,92,71,37,94,68,35,90,61,38,87,61,22,85,68,26,89,76,19,90,74,33,93,60,22,85,63,38,100,71,24,88
"130902",24,6,62,31,7,71,29,9,72,21,4,60,8,0,28,17,4,47,89,56,100,-1,-1,-1,80,60,100,100,43,100,-1,-1,-1,-1,-1,-1,100,50,100,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,45,16,77,58,26,86,46,19,83,43,14,75,37,12,68,33,10,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,36,12,71,47,18,77,41,16,79,33,8,67,35,12,63,20,3,53,48,19,82,59,27,87,47,21,87,51,19,82,34,9,67,40,12,75,37,11,72,48,15,81,41,15,80,35,8,70,30,9,61,23,5,53,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,10,1,45,13,0,58,18,3,64,6,0,36,13,0,33,0,0,15,41,14,73,57,25,84,44,17,80,37,9,69,41,15,68,27,7,52,24,4,62,30,5,73,29,6,71,21,3,57,19,4,53,10,1,38,18,6,46,22,11,56,20,6,55,17,4,41,19,4,37,6,6,19,54,23,84,72,41,93,51,23,88,55,21,82,45,15,76,43,12,75,44,17,78,58,27,85,45,19,83,42,13,75,37,11,70,34,13,64,46,16,76,57,22,87,48,17,84,47,17,74,40,17,62,29,0,61,47,20,93,.,.,.,50,33,100,50,17,83,.,.,.,-1,-1,-1
"131001",40,20,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,52,26,78,88,25,88,55,39,88,50,16,72,.,.,.,13,13,50,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,42,20,73,80,20,80,42,33,83,43,9,70,.,.,.,14,14,43,64,27,82,-1,-1,-1,67,44,89,56,11,78,.,.,.,-1,-1,-1,46,18,73,86,14,86,50,32,86,41,7,67,.,.,.,0,0,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47,25,76,83,33,83,50,38,88,48,17,70,.,.,.,0,0,50,23,8,59,-1,-1,-1,19,13,81,20,0,47,.,.,.,-1,-1,-1,7,0,53,-1,-1,-1,0,0,71,17,0,33,.,.,.,-1,-1,-1,88,75,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,54,25,78,88,25,88,54,38,88,56,16,76,.,.,.,0,0,33,44,31,75,.,.,.,57,43,86,29,14,57,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"132902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,63,25,91,62,17,86,65,29,94,64,28,93,55,14,77,68,26,100,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,55,21,84,57,14,79,56,15,85,55,32,87,30,0,70,-1,-1,-1,58,21,93,53,12,82,60,20,97,61,29,100,47,13,73,71,29,100,59,22,86,56,11,78,60,27,80,63,32,95,40,0,80,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,69,29,90,75,25,92,70,36,91,68,27,86,71,14,86,67,25,100,31,0,74,45,0,73,31,0,75,29,0,86,20,0,20,-1,-1,-1,37,10,70,40,0,60,44,11,78,33,17,75,-1,-1,-1,-1,-1,-1,65,26,93,65,20,90,67,29,98,64,27,93,63,19,75,69,31,100,67,26,92,68,11,89,68,35,95,67,29,94,56,13,75,75,33,100,57,22,90,50,30,80,61,17,91,58,27,92,50,17,83,57,14,100,63,25,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1
"133901",21,8,63,15,5,49,32,15,82,19,5,59,0,0,43,15,4,50,71,43,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39,15,74,37,12,76,41,16,84,40,14,70,48,28,83,20,2,47,38,13,63,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,11,72,30,8,72,38,13,84,38,11,67,53,25,80,13,2,40,42,16,77,43,14,73,44,18,89,45,14,75,46,31,91,20,3,43,30,10,69,27,5,67,33,14,84,30,7,64,39,22,71,18,2,48,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,4,52,6,0,39,24,10,78,10,2,46,0,0,33,0,0,17,36,14,72,32,11,79,39,15,80,37,15,66,49,26,77,20,2,50,20,5,62,22,3,66,22,6,76,21,5,53,28,8,72,0,0,28,30,12,51,43,14,57,31,10,62,28,11,47,42,25,58,0,0,20,49,21,80,53,23,91,50,18,84,52,23,77,55,32,95,24,3,47,38,13,75,35,10,77,41,16,85,39,11,70,47,27,83,21,2,48,40,20,72,41,19,75,39,16,80,46,26,70,50,33,83,17,4,43,0,0,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1
